物品ID,物品名称,模型路径
30669,"莫影强攻手镯","chara/accessory/a0073/model/c0101a0073_wrs.mdl"
30674,"莫影强攻指环 - 右","chara/accessory/a0073/model/c0101a0073_rir.mdl"
30674,"莫影强攻指环 - 左","chara/accessory/a0073/model/c0101a0073_ril.mdl"
30659,"莫影强攻耳坠","chara/accessory/a0073/model/c0101a0073_ear.mdl"
30664,"莫影强攻项链","chara/accessory/a0073/model/c0101a0073_nek.mdl"
30629,"莫影强袭外套","chara/equipment/e0663/model/c0101e0663_top.mdl"
30630,"莫影强袭手套","chara/equipment/e0663/model/c0101e0663_glv.mdl"
30632,"莫影强袭铠靴","chara/equipment/e0663/model/c0101e0663_sho.mdl"
30628,"莫影强袭面具","chara/equipment/e0663/model/c0101e0663_met.mdl"
30631,"莫影强袭骑兵裤","chara/equipment/e0663/model/c0101e0663_dwn.mdl"
30617,"莫影御敌大衣","chara/equipment/e0662/model/c0101e0662_top.mdl"
30668,"莫影御敌手镯","chara/accessory/a0073/model/c0101a0073_wrs.mdl"
30673,"莫影御敌指环 - 右","chara/accessory/a0073/model/c0101a0073_rir.mdl"
30673,"莫影御敌指环 - 左","chara/accessory/a0073/model/c0101a0073_ril.mdl"
30658,"莫影御敌耳坠","chara/accessory/a0073/model/c0101a0073_ear.mdl"
30620,"莫影御敌胫甲","chara/equipment/e0662/model/c0101e0662_sho.mdl"
30618,"莫影御敌臂甲","chara/equipment/e0662/model/c0101e0662_glv.mdl"
30619,"莫影御敌长裙","chara/equipment/e0662/model/c0101e0662_dwn.mdl"
30616,"莫影御敌面具","chara/equipment/e0662/model/c0101e0662_met.mdl"
30663,"莫影御敌项链","chara/accessory/a0073/model/c0101a0073_nek.mdl"
30648,"莫影治愈手套","chara/equipment/e0664/model/c0101e0664_glv.mdl"
30671,"莫影治愈手镯","chara/accessory/a0073/model/c0101a0073_wrs.mdl"
30649,"莫影治愈打底裤","chara/equipment/e0664/model/c0101e0664_dwn.mdl"
30676,"莫影治愈指环 - 右","chara/accessory/a0073/model/c0101a0073_rir.mdl"
30676,"莫影治愈指环 - 左","chara/accessory/a0073/model/c0101a0073_ril.mdl"
30650,"莫影治愈筒靴","chara/equipment/e0664/model/c0101e0664_sho.mdl"
30661,"莫影治愈耳坠","chara/accessory/a0073/model/c0101a0073_ear.mdl"
30647,"莫影治愈长袍","chara/equipment/e0664/model/c0101e0664_top.mdl"
30646,"莫影治愈阔边帽","chara/equipment/e0664/model/c0101e0664_met.mdl"
30666,"莫影治愈项链","chara/accessory/a0073/model/c0101a0073_nek.mdl"
30642,"莫影游击护臂","chara/equipment/e0663/model/c0101e0663_glv.mdl"
30644,"莫影游击铠靴","chara/equipment/e0663/model/c0101e0663_sho.mdl"
30641,"莫影游击长衣","chara/equipment/e0663/model/c0101e0663_top.mdl"
30640,"莫影游击面具","chara/equipment/e0663/model/c0101e0663_met.mdl"
30643,"莫影游击骑兵裤","chara/equipment/e0663/model/c0101e0663_dwn.mdl"
30670,"莫影精准手镯","chara/accessory/a0073/model/c0101a0073_wrs.mdl"
30636,"莫影精准护臂","chara/equipment/e0663/model/c0101e0663_glv.mdl"
30675,"莫影精准指环 - 右","chara/accessory/a0073/model/c0101a0073_rir.mdl"
30675,"莫影精准指环 - 左","chara/accessory/a0073/model/c0101a0073_ril.mdl"
30660,"莫影精准耳坠","chara/accessory/a0073/model/c0101a0073_ear.mdl"
30638,"莫影精准铠靴","chara/equipment/e0663/model/c0101e0663_sho.mdl"
30635,"莫影精准长衣","chara/equipment/e0664/model/c0101e0664_top.mdl"
30634,"莫影精准面具","chara/equipment/e0663/model/c0101e0663_met.mdl"
30665,"莫影精准项链","chara/accessory/a0073/model/c0101a0073_nek.mdl"
30637,"莫影精准骑兵裤","chara/equipment/e0663/model/c0101e0663_dwn.mdl"
36845,"莱韦耶勒尔特制外套","chara/equipment/e6141/model/c0101e6141_top.mdl"
36844,"莱韦耶勒尔特制帽","chara/equipment/e6141/model/c0101e6141_met.mdl"
36846,"莱韦耶勒尔特制手套","chara/equipment/e6141/model/c0101e6141_glv.mdl"
36848,"莱韦耶勒尔特制皮鞋","chara/equipment/e6141/model/c0101e6141_sho.mdl"
36847,"莱韦耶勒尔特制长裤","chara/equipment/e6141/model/c0101e6141_dwn.mdl"
13210,"莽撞戒指 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
13210,"莽撞戒指 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
13169,"莽撞手套","chara/equipment/e0337/model/c0101e0337_glv.mdl"
13209,"莽撞手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
13171,"莽撞筒靴","chara/equipment/e0337/model/c0101e0337_sho.mdl"
13208,"莽撞耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
13167,"莽撞船形帽","chara/equipment/e0337/model/c0101e0337_met.mdl"
13170,"莽撞软甲裤","chara/equipment/e0337/model/c0101e0337_dwn.mdl"
13168,"莽撞长衣","chara/equipment/e0337/model/c0101e0337_top.mdl"
13207,"莽撞项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
6112,"莽汉面具","chara/equipment/e0177/model/c0101e0177_met.mdl"
21955,"菊一文字 - 主手","chara/weapon/w2201/obj/body/b0012/model/w2201b0012.mdl"
21955,"菊一文字 - 副手","chara/weapon/w2254/obj/body/b0001/model/w2254b0001.mdl"
21971,"菊一文字+1 - 主手","chara/weapon/w2201/obj/body/b0012/model/w2201b0012.mdl"
21971,"菊一文字+1 - 副手","chara/weapon/w2254/obj/body/b0001/model/w2254b0001.mdl"
21987,"菊一文字+2 - 主手","chara/weapon/w2201/obj/body/b0012/model/w2201b0012.mdl"
21987,"菊一文字+2 - 副手","chara/weapon/w2254/obj/body/b0001/model/w2254b0001.mdl"
22003,"菊一文字·常风 - 主手","chara/weapon/w2201/obj/body/b0012/model/w2201b0012.mdl"
22003,"菊一文字·常风 - 副手","chara/weapon/w2254/obj/body/b0001/model/w2254b0001.mdl"
23139,"菊一文字·常风（复制品） - 主手","chara/weapon/w2201/obj/body/b0012/model/w2201b0012.mdl"
23139,"菊一文字·常风（复制品） - 副手","chara/weapon/w2254/obj/body/b0001/model/w2254b0001.mdl"
22938,"菊一文字·恒冰 - 主手","chara/weapon/w2201/obj/body/b0012/model/w2201b0012.mdl"
22938,"菊一文字·恒冰 - 副手","chara/weapon/w2254/obj/body/b0001/model/w2254b0001.mdl"
22954,"菊一文字·恒冰+1 - 主手","chara/weapon/w2201/obj/body/b0012/model/w2201b0012.mdl"
22954,"菊一文字·恒冰+1 - 副手","chara/weapon/w2254/obj/body/b0001/model/w2254b0001.mdl"
27869,"菌蒸巨型水虎鱼","chara/weapon/w9901/obj/body/b0007/model/w9901b0007.mdl"
12856,"菌蒸皮皮拉鱼","chara/weapon/w9901/obj/body/b0007/model/w9901b0007.mdl"
12866,"菜包肉","chara/weapon/w9901/obj/body/b0012/model/w9901b0012.mdl"
45068,"菜蔬之幻梦","chara/weapon/w0114/obj/body/b0001/model/w0114b0001.mdl"
7575,"菠菜乳蛋饼","chara/weapon/w9901/obj/body/b0009/model/w9901b0009.mdl"
4748,"菠萝汁","chara/weapon/w9901/obj/body/b0002/model/w9901b0002.mdl"
31903,"菠萝沙拉","chara/weapon/w9901/obj/body/b0008/model/w9901b0008.mdl"
44182,"菠萝脐橙果冻","chara/weapon/w9901/obj/body/b0008/model/w9901b0008.mdl"
4734,"菠萝蛋糕","chara/weapon/w9901/obj/body/b0008/model/w9901b0008.mdl"
4744,"菱饼","chara/weapon/w9901/obj/body/b0008/model/w9901b0008.mdl"
2030,"萌芽紫檀根杖","chara/weapon/w0801/obj/body/b0003/model/w0801b0003.mdl"
2429,"萍嘉神刀 - 主手","chara/weapon/w5401/obj/body/b0005/model/w5401b0005.mdl"
2429,"萍嘉神刀 - 副手","chara/weapon/w5481/obj/body/b0002/model/w5481b0002.mdl"
8440,"萍嘉神刀·上品 - 主手","chara/weapon/w5401/obj/body/b0005/model/w5401b0005.mdl"
8440,"萍嘉神刀·上品 - 副手","chara/weapon/w5481/obj/body/b0002/model/w5481b0002.mdl"
10136,"萍嘉神刀·华光 - 主手","chara/weapon/w5402/obj/body/b0002/model/w5402b0002.mdl"
10136,"萍嘉神刀·华光 - 副手","chara/weapon/w5481/obj/body/b0002/model/w5481b0002.mdl"
4450,"萤石戒指 - 右","chara/accessory/a0002/model/c0101a0002_rir.mdl"
4450,"萤石戒指 - 左","chara/accessory/a0002/model/c0101a0002_ril.mdl"
4117,"萤石手镯","chara/accessory/a0002/model/c0101a0002_wrs.mdl"
4222,"萤石耳坠","chara/accessory/a0002/model/c0101a0002_ear.mdl"
4328,"萤石项环","chara/accessory/a0002/model/c0101a0002_nek.mdl"
35515,"营养专业专用围裙装","chara/equipment/e0704/model/c0101e0704_top.mdl"
43450,"营养专业专用围裙装（复制品）","chara/equipment/e0704/model/c0101e0704_top.mdl"
35514,"营养专业专用帽","chara/equipment/e0704/model/c0101e0704_met.mdl"
43449,"营养专业专用帽（复制品）","chara/equipment/e0704/model/c0101e0704_met.mdl"
35475,"营养专业专用煎锅 - 主手","chara/weapon/w5701/obj/body/b0010/model/w5701b0010.mdl"
35475,"营养专业专用煎锅 - 副手","chara/weapon/w5722/obj/body/b0001/model/w5722b0001.mdl"
35517,"营养专业专用软甲裤","chara/equipment/e0704/model/c0101e0704_dwn.mdl"
43452,"营养专业专用软甲裤（复制品）","chara/equipment/e0704/model/c0101e0704_dwn.mdl"
35516,"营养专业专用连指手套","chara/equipment/e0704/model/c0101e0704_glv.mdl"
43451,"营养专业专用连指手套（复制品）","chara/equipment/e0704/model/c0101e0704_glv.mdl"
35518,"营养专业专用鞋","chara/equipment/e0704/model/c0101e0704_sho.mdl"
43453,"营养专业专用鞋（复制品）","chara/equipment/e0704/model/c0101e0704_sho.mdl"
1953,"萨伦伽光弓 - 主手","chara/weapon/w0605/obj/body/b0001/model/w0605b0001.mdl"
1953,"萨伦伽光弓 - 副手","chara/weapon/w0698/obj/body/b0012/model/w0698b0012.mdl"
11309,"萨维奈三尖拳剑 - 主手","chara/weapon/w0321/obj/body/b0005/model/w0321b0005.mdl"
11309,"萨维奈三尖拳剑 - 副手","chara/weapon/w0371/obj/body/b0005/model/w0371b0005.mdl"
10396,"萨维奈凉鞋","chara/equipment/e0205/model/c0101e0205_sho.mdl"
10387,"萨维奈包头巾","chara/equipment/e0204/model/c0101e0204_met.mdl"
10390,"萨维奈垮裤","chara/equipment/e0204/model/c0101e0204_dwn.mdl"
10392,"萨维奈头纱","chara/equipment/e0205/model/c0101e0205_met.mdl"
36074,"萨维奈奶茶","chara/weapon/w9901/obj/body/b0002/model/w9901b0002.mdl"
10391,"萨维奈尖头鞋","chara/equipment/e0204/model/c0101e0204_sho.mdl"
2194,"萨维奈愈咒书","chara/weapon/w1711/obj/body/b0001/model/w1711b0001.mdl"
10389,"萨维奈手套","chara/equipment/e0204/model/c0101e0204_glv.mdl"
11311,"萨维奈游击枪","chara/weapon/w0501/obj/body/b0036/model/w0501b0036.mdl"
11316,"萨维奈牧杖","chara/weapon/w0801/obj/body/b0036/model/w0801b0036.mdl"
10388,"萨维奈短外套","chara/equipment/e0204/model/c0101e0204_top.mdl"
21203,"萨维奈秋意礼服","chara/equipment/e6055/model/c0101e6055_top.mdl"
21202,"萨维奈秋意衬衫","chara/equipment/e6054/model/c0101e6054_top.mdl"
10395,"萨维奈绑腿","chara/equipment/e0205/model/c0101e0205_dwn.mdl"
35861,"萨维奈缎带","chara/equipment/e5059/model/c0101e5059_met.mdl"
10394,"萨维奈臂纱","chara/equipment/e0205/model/c0101e0205_glv.mdl"
10393,"萨维奈舞裙","chara/equipment/e0205/model/c0101e0205_top.mdl"
2193,"萨维奈魔咒书","chara/weapon/w1711/obj/body/b0001/model/w1711b0001.mdl"
7573,"萨赫蛋糕","chara/weapon/w9901/obj/body/b0008/model/w9901b0008.mdl"
11333,"萨雷安出使者外套","chara/equipment/e0296/model/c0101e0296_top.mdl"
11340,"萨雷安出使者手套","chara/equipment/e0296/model/c0101e0296_glv.mdl"
11326,"萨雷安出使者无檐帽","chara/equipment/e0298/model/c0101e0298_met.mdl"
11354,"萨雷安出使者长裙","chara/equipment/e0296/model/c0101e0296_dwn.mdl"
11361,"萨雷安出使者长靴","chara/equipment/e0296/model/c0101e0296_sho.mdl"
35860,"萨雷安叶冠","chara/equipment/e5058/model/c0101e5058_met.mdl"
11335,"萨雷安哲学者外套","chara/equipment/e0296/model/c0101e0296_top.mdl"
11328,"萨雷安哲学者宽边帽","chara/equipment/e0300/model/c0101e0300_met.mdl"
11342,"萨雷安哲学者手套","chara/equipment/e0296/model/c0101e0296_glv.mdl"
12453,"萨雷安哲学者手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
12455,"萨雷安哲学者指环 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
12455,"萨雷安哲学者指环 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
12454,"萨雷安哲学者耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
11356,"萨雷安哲学者长裙","chara/equipment/e0296/model/c0101e0296_dwn.mdl"
11363,"萨雷安哲学者长靴","chara/equipment/e0296/model/c0101e0296_sho.mdl"
12452,"萨雷安哲学者项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
10051,"萨雷安护目镜","chara/equipment/e5014/model/c0101e5014_met.mdl"
11330,"萨雷安探索者外套","chara/equipment/e0296/model/c0101e0296_top.mdl"
11337,"萨雷安探索者手套","chara/equipment/e0296/model/c0101e0296_glv.mdl"
11323,"萨雷安探索者盔帽","chara/equipment/e0297/model/c0101e0297_met.mdl"
11351,"萨雷安探索者长裙","chara/equipment/e0296/model/c0101e0296_dwn.mdl"
11358,"萨雷安探索者长靴","chara/equipment/e0296/model/c0101e0296_sho.mdl"
11331,"萨雷安混斗者外套","chara/equipment/e0296/model/c0101e0296_top.mdl"
11338,"萨雷安混斗者手套","chara/equipment/e0296/model/c0101e0296_glv.mdl"
12441,"萨雷安混斗者手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
12443,"萨雷安混斗者指环 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
12443,"萨雷安混斗者指环 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
11324,"萨雷安混斗者无檐帽","chara/equipment/e0298/model/c0101e0298_met.mdl"
12442,"萨雷安混斗者耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
11352,"萨雷安混斗者长裙","chara/equipment/e0296/model/c0101e0296_dwn.mdl"
11359,"萨雷安混斗者长靴","chara/equipment/e0296/model/c0101e0296_sho.mdl"
12440,"萨雷安混斗者项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
11332,"萨雷安监督者外套","chara/equipment/e0296/model/c0101e0296_top.mdl"
11325,"萨雷安监督者宽边帽","chara/equipment/e0299/model/c0101e0299_met.mdl"
11339,"萨雷安监督者手套","chara/equipment/e0296/model/c0101e0296_glv.mdl"
12445,"萨雷安监督者手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
12447,"萨雷安监督者指环 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
12447,"萨雷安监督者指环 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
12446,"萨雷安监督者耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
11353,"萨雷安监督者长裙","chara/equipment/e0296/model/c0101e0296_dwn.mdl"
11360,"萨雷安监督者长靴","chara/equipment/e0296/model/c0101e0296_sho.mdl"
12444,"萨雷安监督者项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
31418,"萨雷安神童装","chara/equipment/e6115/model/c0101e6115_top.mdl"
11329,"萨雷安管理者外套","chara/equipment/e0296/model/c0101e0296_top.mdl"
11336,"萨雷安管理者手套","chara/equipment/e0296/model/c0101e0296_glv.mdl"
12437,"萨雷安管理者手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
12439,"萨雷安管理者指环 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
12439,"萨雷安管理者指环 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
11322,"萨雷安管理者盔帽","chara/equipment/e0296/model/c0101e0296_met.mdl"
12438,"萨雷安管理者耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
11350,"萨雷安管理者长裙","chara/equipment/e0296/model/c0101e0296_dwn.mdl"
11357,"萨雷安管理者长靴","chara/equipment/e0296/model/c0101e0296_sho.mdl"
12436,"萨雷安管理者项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
11334,"萨雷安训导者外套","chara/equipment/e0296/model/c0101e0296_top.mdl"
11327,"萨雷安训导者宽边帽","chara/equipment/e0300/model/c0101e0300_met.mdl"
11341,"萨雷安训导者手套","chara/equipment/e0296/model/c0101e0296_glv.mdl"
12449,"萨雷安训导者手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
12451,"萨雷安训导者指环 - 右","chara/accessory/a0058/model/c0101a0058_rir.mdl"
12451,"萨雷安训导者指环 - 左","chara/accessory/a0058/model/c0101a0058_ril.mdl"
12450,"萨雷安训导者耳坠","chara/accessory/a0058/model/c0101a0058_ear.mdl"
11355,"萨雷安训导者长裙","chara/equipment/e0296/model/c0101e0296_dwn.mdl"
11362,"萨雷安训导者长靴","chara/equipment/e0296/model/c0101e0296_sho.mdl"
12448,"萨雷安训导者项环","chara/accessory/a0058/model/c0101a0058_nek.mdl"
18193,"落叶松复合弓 - 主手","chara/weapon/w0605/obj/body/b0001/model/w0605b0001.mdl"
18193,"落叶松复合弓 - 副手","chara/weapon/w0698/obj/body/b0012/model/w0698b0012.mdl"
18197,"落叶松幻杖","chara/weapon/w0803/obj/body/b0001/model/w0803b0001.mdl"
19731,"落叶松戒指 - 右","chara/accessory/a0095/model/c0101a0095_rir.mdl"
19731,"落叶松戒指 - 左","chara/accessory/a0095/model/c0101a0095_ril.mdl"
19730,"落叶松手链","chara/accessory/a0095/model/c0101a0095_wrs.mdl"
19522,"落叶松纺车 - 主手","chara/weapon/w5571/obj/body/b0001/model/w5571b0001.mdl"
19522,"落叶松纺车 - 副手","chara/weapon/w5561/obj/body/b0001/model/w5561b0001.mdl"
19728,"落叶松耳坠","chara/accessory/a0095/model/c0101a0095_ear.mdl"
19729,"落叶松项链","chara/accessory/a0095/model/c0101a0095_nek.mdl"
38263,"落日胡萝卜丝","chara/weapon/w9901/obj/body/b0009/model/w9901b0009.mdl"
42506,"落雷绢咏咒手套","chara/equipment/e0570/model/c0101e0570_glv.mdl"
42507,"落雷绢咏咒软甲裤","chara/equipment/e0570/model/c0101e0570_dwn.mdl"
42505,"落雷绢咏咒长衣","chara/equipment/e0570/model/c0101e0570_top.mdl"
43320,"落雷绢大地坎肩","chara/equipment/e0844/model/c0101e0844_top.mdl"
43322,"落雷绢大地宽松七分裤","chara/equipment/e0844/model/c0101e0844_dwn.mdl"
43317,"落雷绢巧匠宽松七分裤","chara/equipment/e0844/model/c0101e0844_dwn.mdl"
43314,"落雷绢巧匠无檐帽","chara/equipment/e0844/model/c0101e0844_met.mdl"
43315,"落雷绢巧匠衬衫","chara/equipment/e0845/model/c0101e0845_top.mdl"
42501,"落雷绢治愈手套","chara/equipment/e0570/model/c0101e0570_glv.mdl"
42502,"落雷绢治愈软甲裤","chara/equipment/e0570/model/c0101e0570_dwn.mdl"
42500,"落雷绢治愈长衣","chara/equipment/e0570/model/c0101e0570_top.mdl"
42495,"落雷绢游击罩衣","chara/equipment/e0568/model/c0101e0568_top.mdl"
42497,"落雷绢游击软甲裤","chara/equipment/e0568/model/c0101e0568_dwn.mdl"
42490,"落雷绢精准罩衣","chara/equipment/e0568/model/c0101e0568_top.mdl"
42492,"落雷绢精准软甲裤","chara/equipment/e0568/model/c0101e0568_dwn.mdl"
13417,"落雾作业眼镜","chara/equipment/e0020/model/c0101e0020_met.mdl"
13389,"落雾制敌手铠","chara/equipment/e0201/model/c0101e0201_glv.mdl"
13387,"落雾制敌角盔","chara/equipment/e0201/model/c0101e0201_met.mdl"
13392,"落雾制敌铠靴","chara/equipment/e0201/model/c0101e0201_sho.mdl"
13388,"落雾制敌锁子铠","chara/equipment/e0201/model/c0101e0201_top.mdl"
13391,"落雾制敌马裤","chara/equipment/e0013/model/c0101e0013_dwn.mdl"
13411,"落雾单眼镜","chara/equipment/e0020/model/c0101e0020_met.mdl"
13419,"落雾咏咒半手套","chara/equipment/e0020/model/c0101e0020_glv.mdl"
13442,"落雾咏咒指环 - 右","chara/accessory/a0019/model/c0101a0019_rir.mdl"
13442,"落雾咏咒指环 - 左","chara/accessory/a0019/model/c0101a0019_ril.mdl"
13422,"落雾咏咒法靴","chara/equipment/e0020/model/c0101e0020_sho.mdl"
13421,"落雾咏咒灯笼裤","chara/equipment/e0020/model/c0101e0020_dwn.mdl"
13441,"落雾咏咒耳坠","chara/accessory/a0008/model/c0101a0008_ear.mdl"
13440,"落雾咏咒腕环","chara/accessory/a0003/model/c0101a0003_wrs.mdl"
13418,"落雾咏咒长袍","chara/equipment/e0020/model/c0101e0020_top.mdl"
13439,"落雾咏咒项链","chara/accessory/a0003/model/c0101a0003_nek.mdl"
13430,"落雾强攻指环 - 右","chara/accessory/a0019/model/c0101a0019_rir.mdl"
13430,"落雾强攻指环 - 左","chara/accessory/a0019/model/c0101a0019_ril.mdl"
13429,"落雾强攻耳坠","chara/accessory/a0008/model/c0101a0008_ear.mdl"
13428,"落雾强攻腕环","chara/accessory/a0003/model/c0101a0003_wrs.mdl"
13427,"落雾强攻项链","chara/accessory/a0003/model/c0101a0003_nek.mdl"
13397,"落雾强袭及膝裤","chara/equipment/e0227/model/c0101e0227_dwn.mdl"
13394,"落雾强袭外套","chara/equipment/e0227/model/c0101e0227_top.mdl"
13393,"落雾强袭头冠","chara/equipment/e0227/model/c0101e0227_met.mdl"
13395,"落雾强袭手套","chara/equipment/e0227/model/c0101e0227_glv.mdl"
13398,"落雾强袭筒靴","chara/equipment/e0227/model/c0101e0227_sho.mdl"
13383,"落雾御敌手铠","chara/equipment/e0201/model/c0101e0201_glv.mdl"
13426,"落雾御敌指环 - 右","chara/accessory/a0019/model/c0101a0019_rir.mdl"
13426,"落雾御敌指环 - 左","chara/accessory/a0019/model/c0101a0019_ril.mdl"
13425,"落雾御敌耳坠","chara/accessory/a0008/model/c0101a0008_ear.mdl"
13424,"落雾御敌腕环","chara/accessory/a0003/model/c0101a0003_wrs.mdl"
13381,"落雾御敌角盔","chara/equipment/e0201/model/c0101e0201_met.mdl"
13386,"落雾御敌铠靴","chara/equipment/e0201/model/c0101e0201_sho.mdl"
13382,"落雾御敌锁子铠","chara/equipment/e0201/model/c0101e0201_top.mdl"
13423,"落雾御敌项链","chara/accessory/a0003/model/c0101a0003_nek.mdl"
13385,"落雾御敌马裤","chara/equipment/e0013/model/c0101e0013_dwn.mdl"
13413,"落雾治愈半手套","chara/equipment/e0020/model/c0101e0020_glv.mdl"
13438,"落雾治愈指环 - 右","chara/accessory/a0019/model/c0101a0019_rir.mdl"
13438,"落雾治愈指环 - 左","chara/accessory/a0019/model/c0101a0019_ril.mdl"
13416,"落雾治愈法靴","chara/equipment/e0020/model/c0101e0020_sho.mdl"
13415,"落雾治愈灯笼裤","chara/equipment/e0020/model/c0101e0020_dwn.mdl"
13437,"落雾治愈耳坠","chara/accessory/a0008/model/c0101a0008_ear.mdl"
13436,"落雾治愈腕环","chara/accessory/a0003/model/c0101a0003_wrs.mdl"
13412,"落雾治愈长袍","chara/equipment/e0020/model/c0101e0020_top.mdl"
13435,"落雾治愈项链","chara/accessory/a0003/model/c0101a0003_nek.mdl"
13405,"落雾游击兜帽","chara/equipment/e9083/model/c0101e9083_met.mdl"
13407,"落雾游击半指手套","chara/equipment/e0005/model/c0101e0005_glv.mdl"
13409,"落雾游击垮裤","chara/equipment/e9083/model/c0101e9083_dwn.mdl"
13410,"落雾游击短靴","chara/equipment/e0074/model/c0101e0074_sho.mdl"
13406,"落雾游击衬衫","chara/equipment/e9083/model/c0101e9083_top.mdl"
13399,"落雾精准小丑帽","chara/equipment/e0017/model/c0101e0017_met.mdl"
13404,"落雾精准尖头靴","chara/equipment/e0018/model/c0101e0018_sho.mdl"
13401,"落雾精准手套","chara/equipment/e0018/model/c0101e0018_glv.mdl"
13434,"落雾精准指环 - 右","chara/accessory/a0019/model/c0101a0019_rir.mdl"
13434,"落雾精准指环 - 左","chara/accessory/a0019/model/c0101a0019_ril.mdl"
13433,"落雾精准耳坠","chara/accessory/a0008/model/c0101a0008_ear.mdl"
13432,"落雾精准腕环","chara/accessory/a0003/model/c0101a0003_wrs.mdl"
13400,"落雾精准长袍","chara/equipment/e0018/model/c0101e0018_top.mdl"
13403,"落雾精准长裤","chara/equipment/e0018/model/c0101e0018_dwn.mdl"
13431,"落雾精准项链","chara/accessory/a0003/model/c0101a0003_nek.mdl"
18370,"葛布制敌长裙","chara/equipment/e0291/model/c0101e0291_dwn.mdl"
18397,"葛布咏咒宽边帽","chara/equipment/e0293/model/c0101e0293_met.mdl"
18398,"葛布咏咒长袍","chara/equipment/e0293/model/c0101e0293_top.mdl"
18400,"葛布咏咒长裙","chara/equipment/e0293/model/c0101e0293_dwn.mdl"
19640,"葛布大地及膝裤","chara/equipment/e0475/model/c0101e0475_dwn.mdl"
19638,"葛布大地外套","chara/equipment/e0479/model/c0101e0479_top.mdl"
19635,"葛布巧匠及膝裤","chara/equipment/e0475/model/c0101e0475_dwn.mdl"
19632,"葛布巧匠无檐帽","chara/equipment/e0479/model/c0101e0479_met.mdl"
19633,"葛布巧匠长袍","chara/equipment/e0479/model/c0101e0479_top.mdl"
18374,"葛布强袭束腰猎衣","chara/equipment/e0292/model/c0101e0292_top.mdl"
18376,"葛布强袭软甲裤","chara/equipment/e0292/model/c0101e0292_dwn.mdl"
18364,"葛布御敌长裙","chara/equipment/e0291/model/c0101e0291_dwn.mdl"
18391,"葛布治愈宽边帽","chara/equipment/e0293/model/c0101e0293_met.mdl"
18392,"葛布治愈长袍","chara/equipment/e0293/model/c0101e0293_top.mdl"
18394,"葛布治愈长裙","chara/equipment/e0293/model/c0101e0293_dwn.mdl"
18386,"葛布游击束腰猎衣","chara/equipment/e0292/model/c0101e0292_top.mdl"
18388,"葛布游击软甲裤","chara/equipment/e0292/model/c0101e0292_dwn.mdl"
18380,"葛布精准束腰猎衣","chara/equipment/e0292/model/c0101e0292_top.mdl"
18382,"葛布精准软甲裤","chara/equipment/e0292/model/c0101e0292_dwn.mdl"
4728,"葡萄干","chara/weapon/w9901/obj/body/b0008/model/w9901b0008.mdl"
4746,"葡萄汁","chara/weapon/w9901/obj/body/b0002/model/w9901b0002.mdl"
4648,"葡萄酒煎豹肉","chara/weapon/w9901/obj/body/b0006/model/w9901b0006.mdl"
4693,"蒜炒草菇","chara/weapon/w9901/obj/body/b0010/model/w9901b0010.mdl"
28720,"蒜炒贻贝","chara/weapon/w9901/obj/body/b0007/model/w9901b0007.mdl"
21088,"蒸蛋羹","chara/weapon/w9901/obj/body/b0012/model/w9901b0012.mdl"
28274,"蓄怨积愤之欲","chara/weapon/w0501/obj/body/b0087/model/w0501b0087.mdl"
11169,"蓝天尖枪护臂","chara/equipment/e0262/model/c0101e0262_glv.mdl"
11162,"蓝天尖枪毛皮衣","chara/equipment/e0259/model/c0101e0259_top.mdl"
11155,"蓝天尖枪盔帽","chara/equipment/e0260/model/c0101e0260_met.mdl"
11190,"蓝天尖枪长靴","chara/equipment/e0262/model/c0101e0262_sho.mdl"
11183,"蓝天尖枪马裤","chara/equipment/e0259/model/c0101e0259_dwn.mdl"
12393,"蓝天巫者手镯","chara/accessory/a0058/model/c0101a0058_wrs.mdl"
